scene_id,category,rgb_path,thermal_path,thermal_tiff_path,label_json
fire_00167,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00167.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00167.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00167.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""medium"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00168,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00168.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00168.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00168.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00169,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00169.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00169.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00169.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00170,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00170.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00170.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00170.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00171,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00171.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00171.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00171.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00172,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00172.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00172.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00172.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00173,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00173.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00173.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00173.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00174,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00174.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00174.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00174.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""medium"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00175,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00175.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00175.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00175.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00176,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00176.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00176.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00176.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00177,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00177.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00177.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00177.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00178,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00178.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00178.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00178.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00179,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00179.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00179.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00179.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00180,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00180.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00180.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00180.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00181,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00181.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00181.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00181.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""low"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00182,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00182.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00182.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00182.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00183,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00183.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00183.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00183.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00184,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00184.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00184.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00184.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00185,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00185.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00185.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00185.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00186,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00186.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00186.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00186.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00187,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00187.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00187.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00187.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""low"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00188,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00188.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00188.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00188.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""medium"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00189,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00189.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00189.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00189.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": true}"
fire_00190,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00190.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00190.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00190.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00191,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00191.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00191.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00191.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""low"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00192,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00192.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00192.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00192.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""medium"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00193,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00193.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00193.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00193.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00194,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00194.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00194.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00194.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""low"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00195,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00195.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00195.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00195.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""medium"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00196,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00196.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00196.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00196.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00197,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00197.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00197.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00197.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00198,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00198.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00198.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00198.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00199,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00199.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00199.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00199.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00200,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00200.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00200.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00200.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""low"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00201,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00201.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00201.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00201.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00202,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00202.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00202.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00202.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": true}"
fire_00203,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00203.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00203.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00203.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""low"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00204,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00204.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00204.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00204.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00205,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00205.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00205.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00205.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00206,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00206.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00206.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00206.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00207,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00207.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00207.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00207.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00208,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00208.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00208.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00208.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00209,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00209.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00209.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00209.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00210,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00210.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00210.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00210.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00211,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00211.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00211.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00211.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": true}"
fire_00212,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00212.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00212.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00212.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00213,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00213.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00213.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00213.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": true}"
fire_00214,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00214.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00214.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00214.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00215,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00215.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00215.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00215.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00216,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00216.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00216.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00216.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00217,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00217.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00217.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00217.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00218,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00218.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00218.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00218.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""large"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00219,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00219.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00219.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00219.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00220,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00220.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00220.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00220.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00221,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00221.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00221.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00221.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00222,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00222.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00222.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00222.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
fire_00223,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00223.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00223.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00223.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""small"", ""smoke_visible"": false, ""image_quality_limited"": false}"
fire_00224,Fire,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/RGB/Corrected FOV/00224.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Raw JPG/00224.JPG,dataset/FLAME 3 CV Dataset (Sycan Marsh)/Fire/Thermal/Celsius TIFF/00224.TIFF,"{""fire_present"": true, ""thermal_hotspot_intensity"": ""high"", ""fire_size"": ""medium"", ""smoke_visible"": true, ""image_quality_limited"": false}"
